,TotalPop,Men,Women,Income,Poverty,Drive,Carpool,Walk,OtherTransp,WorkAtHome,Employed,Unemployment,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Borough,County_x,Hispanic,Black,Asian,White,Office,Construction,Production,Professional,Service,CensusTract,Latitude,Longitude,0
8085,4693,2175,2518,59792.0,11.6,43.3,3.6,2.9,0.0,1.3,2103,11.8,66.4,31.1,2.5,0.0,Queens,Queens,10.0,80.5,4.7,1.2,28.3,6.4,18.0,25.8,21.5,36081028800,40.6767336683,-73.7861306533,7.201796015277373
8086,4693,2175,2518,59792.0,11.6,43.3,3.6,2.9,0.0,1.3,2103,11.8,66.4,31.1,2.5,0.0,Queens,Queens,10.0,80.5,4.7,1.2,28.3,6.4,18.0,25.8,21.5,36081028800,40.6767336683,-73.78296482409999,7.201796015277373
8087,4693,2175,2518,59792.0,11.6,43.3,3.6,2.9,0.0,1.3,2103,11.8,66.4,31.1,2.5,0.0,Queens,Queens,10.0,80.5,4.7,1.2,28.3,6.4,18.0,25.8,21.5,36081028800,40.6789949749,-73.7892964824,7.201796015277373
8088,4693,2175,2518,59792.0,11.6,43.3,3.6,2.9,0.0,1.3,2103,11.8,66.4,31.1,2.5,0.0,Queens,Queens,10.0,80.5,4.7,1.2,28.3,6.4,18.0,25.8,21.5,36081028800,40.6789949749,-73.7861306533,7.201796015277373
8089,4693,2175,2518,59792.0,11.6,43.3,3.6,2.9,0.0,1.3,2103,11.8,66.4,31.1,2.5,0.0,Queens,Queens,10.0,80.5,4.7,1.2,28.3,6.4,18.0,25.8,21.5,36081028800,40.6789949749,-73.78296482409999,7.201796015277373
8090,4693,2175,2518,59792.0,11.6,43.3,3.6,2.9,0.0,1.3,2103,11.8,66.4,31.1,2.5,0.0,Queens,Queens,10.0,80.5,4.7,1.2,28.3,6.4,18.0,25.8,21.5,36081028800,40.681256281399996,-73.7892964824,7.201796015277373
8091,4693,2175,2518,59792.0,11.6,43.3,3.6,2.9,0.0,1.3,2103,11.8,66.4,31.1,2.5,0.0,Queens,Queens,10.0,80.5,4.7,1.2,28.3,6.4,18.0,25.8,21.5,36081028800,40.681256281399996,-73.7861306533,7.201796015277373
8092,4693,2175,2518,59792.0,11.6,43.3,3.6,2.9,0.0,1.3,2103,11.8,66.4,31.1,2.5,0.0,Queens,Queens,10.0,80.5,4.7,1.2,28.3,6.4,18.0,25.8,21.5,36081028800,40.681256281399996,-73.78296482409999,7.201796015277373
8093,4693,2175,2518,59792.0,11.6,43.3,3.6,2.9,0.0,1.3,2103,11.8,66.4,31.1,2.5,0.0,Queens,Queens,10.0,80.5,4.7,1.2,28.3,6.4,18.0,25.8,21.5,36081028800,40.6835175879,-73.7861306533,7.201796015277373
8094,4693,2175,2518,59792.0,11.6,43.3,3.6,2.9,0.0,1.3,2103,11.8,66.4,31.1,2.5,0.0,Queens,Queens,10.0,80.5,4.7,1.2,28.3,6.4,18.0,25.8,21.5,36081028800,40.6835175879,-73.78296482409999,7.201796015277373
8104,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.667688442199996,-73.7861306533,7.124152487918166
8105,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.667688442199996,-73.78296482409999,7.124152487918166
8106,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.667688442199996,-73.779798995,7.124152487918166
8107,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.6699497487,-73.7861306533,7.124152487918166
8108,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.6699497487,-73.78296482409999,7.124152487918166
8109,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.6699497487,-73.779798995,7.124152487918166
8110,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.6699497487,-73.77663316579998,7.124152487918166
8111,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.6699497487,-73.7734673367,7.124152487918166
8112,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.672211055300004,-73.7861306533,7.124152487918166
8113,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.672211055300004,-73.78296482409999,7.124152487918166
8114,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.672211055300004,-73.779798995,7.124152487918166
8115,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.672211055300004,-73.77663316579998,7.124152487918166
8116,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.6744723618,-73.78296482409999,7.124152487918166
8117,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.6744723618,-73.779798995,7.124152487918166
8118,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.6744723618,-73.77663316579998,7.124152487918166
8119,6827,3102,3725,65471.0,8.9,50.8,4.0,2.7,2.2,1.4,3193,11.2,63.5,32.8,3.7,0.0,Queens,Queens,9.1,86.8,2.3,0.7,24.8,7.9,6.0,36.8,24.5,36081029400,40.6767336683,-73.779798995,7.124152487918166
8137,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.6609045226,-73.77663316579998,7.071140157520848
8138,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.6609045226,-73.7734673367,7.071140157520848
8139,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.663165829099995,-73.78296482409999,7.071140157520848
8140,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.663165829099995,-73.779798995,7.071140157520848
8141,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.663165829099995,-73.77663316579998,7.071140157520848
8142,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.663165829099995,-73.7734673367,7.071140157520848
8143,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.663165829099995,-73.7703015075,7.071140157520848
8144,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.6654271357,-73.7987939698,7.071140157520848
8145,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.6654271357,-73.7956281407,7.071140157520848
8146,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.6654271357,-73.7924623116,7.071140157520848
8147,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.6654271357,-73.7892964824,7.071140157520848
8148,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.6654271357,-73.7861306533,7.071140157520848
8149,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.6654271357,-73.78296482409999,7.071140157520848
8150,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.6654271357,-73.779798995,7.071140157520848
8151,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.6654271357,-73.77663316579998,7.071140157520848
8152,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.6654271357,-73.7734673367,7.071140157520848
8153,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.6654271357,-73.7703015075,7.071140157520848
8154,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.667688442199996,-73.77663316579998,7.071140157520848
8155,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.667688442199996,-73.7734673367,7.071140157520848
8156,4058,1750,2308,66974.0,11.0,47.7,3.7,2.1,0.0,1.6,1909,11.9,76.0,23.0,1.0,0.0,Queens,Queens,8.9,87.0,0.0,3.2,23.6,6.9,8.3,30.5,30.6,36081030600,40.667688442199996,-73.7703015075,7.071140157520848
8175,6451,3009,3442,64207.0,7.7,35.4,9.8,7.5,0.4,3.7,3340,6.2,81.8,12.9,5.3,0.0,Queens,Queens,19.3,0.4,8.1,70.8,26.3,5.4,7.8,43.7,16.8,36081031700,40.767185929600004,-73.9001005025,7.005677577381026
8176,6451,3009,3442,64207.0,7.7,35.4,9.8,7.5,0.4,3.7,3340,6.2,81.8,12.9,5.3,0.0,Queens,Queens,19.3,0.4,8.1,70.8,26.3,5.4,7.8,43.7,16.8,36081031700,40.767185929600004,-73.8969346734,7.005677577381026
8177,6451,3009,3442,64207.0,7.7,35.4,9.8,7.5,0.4,3.7,3340,6.2,81.8,12.9,5.3,0.0,Queens,Queens,19.3,0.4,8.1,70.8,26.3,5.4,7.8,43.7,16.8,36081031700,40.767185929600004,-73.8937688442,7.005677577381026
8178,6451,3009,3442,64207.0,7.7,35.4,9.8,7.5,0.4,3.7,3340,6.2,81.8,12.9,5.3,0.0,Queens,Queens,19.3,0.4,8.1,70.8,26.3,5.4,7.8,43.7,16.8,36081031700,40.767185929600004,-73.8906030151,7.005677577381026
8179,6451,3009,3442,64207.0,7.7,35.4,9.8,7.5,0.4,3.7,3340,6.2,81.8,12.9,5.3,0.0,Queens,Queens,19.3,0.4,8.1,70.8,26.3,5.4,7.8,43.7,16.8,36081031700,40.7694472362,-73.8969346734,7.005677577381026
8180,6451,3009,3442,64207.0,7.7,35.4,9.8,7.5,0.4,3.7,3340,6.2,81.8,12.9,5.3,0.0,Queens,Queens,19.3,0.4,8.1,70.8,26.3,5.4,7.8,43.7,16.8,36081031700,40.7694472362,-73.8937688442,7.005677577381026
8181,6451,3009,3442,64207.0,7.7,35.4,9.8,7.5,0.4,3.7,3340,6.2,81.8,12.9,5.3,0.0,Queens,Queens,19.3,0.4,8.1,70.8,26.3,5.4,7.8,43.7,16.8,36081031700,40.7694472362,-73.8906030151,7.005677577381026
8182,6451,3009,3442,64207.0,7.7,35.4,9.8,7.5,0.4,3.7,3340,6.2,81.8,12.9,5.3,0.0,Queens,Queens,19.3,0.4,8.1,70.8,26.3,5.4,7.8,43.7,16.8,36081031700,40.7717085427,-73.8937688442,7.005677577381026
8183,6451,3009,3442,64207.0,7.7,35.4,9.8,7.5,0.4,3.7,3340,6.2,81.8,12.9,5.3,0.0,Queens,Queens,19.3,0.4,8.1,70.8,26.3,5.4,7.8,43.7,16.8,36081031700,40.7717085427,-73.8906030151,7.005677577381026
8184,6451,3009,3442,64207.0,7.7,35.4,9.8,7.5,0.4,3.7,3340,6.2,81.8,12.9,5.3,0.0,Queens,Queens,19.3,0.4,8.1,70.8,26.3,5.4,7.8,43.7,16.8,36081031700,40.7762311558,-73.8937688442,7.005677577381026
8203,2376,1065,1311,58125.0,8.4,40.8,3.3,5.2,2.3,0.5,1143,9.1,73.5,21.8,4.7,0.0,Queens,Queens,5.9,88.2,0.0,3.4,23.9,3.8,12.4,27.6,32.4,36081032800,40.667688442199996,-73.7544723618,7.129509765173184
8204,2376,1065,1311,58125.0,8.4,40.8,3.3,5.2,2.3,0.5,1143,9.1,73.5,21.8,4.7,0.0,Queens,Queens,5.9,88.2,0.0,3.4,23.9,3.8,12.4,27.6,32.4,36081032800,40.6699497487,-73.7544723618,7.129509765173184
8205,2376,1065,1311,58125.0,8.4,40.8,3.3,5.2,2.3,0.5,1143,9.1,73.5,21.8,4.7,0.0,Queens,Queens,5.9,88.2,0.0,3.4,23.9,3.8,12.4,27.6,32.4,36081032800,40.6699497487,-73.7513065327,7.129509765173184
8206,2376,1065,1311,58125.0,8.4,40.8,3.3,5.2,2.3,0.5,1143,9.1,73.5,21.8,4.7,0.0,Queens,Queens,5.9,88.2,0.0,3.4,23.9,3.8,12.4,27.6,32.4,36081032800,40.672211055300004,-73.7544723618,7.129509765173184
8207,2376,1065,1311,58125.0,8.4,40.8,3.3,5.2,2.3,0.5,1143,9.1,73.5,21.8,4.7,0.0,Queens,Queens,5.9,88.2,0.0,3.4,23.9,3.8,12.4,27.6,32.4,36081032800,40.6744723618,-73.757638191,7.129509765173184
8208,2376,1065,1311,58125.0,8.4,40.8,3.3,5.2,2.3,0.5,1143,9.1,73.5,21.8,4.7,0.0,Queens,Queens,5.9,88.2,0.0,3.4,23.9,3.8,12.4,27.6,32.4,36081032800,40.6744723618,-73.7544723618,7.129509765173184
8214,7115,3123,3992,78269.0,14.6,44.7,3.2,0.6,1.8,1.8,3296,12.6,79.6,16.3,4.1,0.0,Queens,Queens,9.5,86.9,1.2,1.1,23.4,7.2,7.3,33.3,28.8,36081033000,40.667688442199996,-73.7671356784,7.166886338658601
8215,7115,3123,3992,78269.0,14.6,44.7,3.2,0.6,1.8,1.8,3296,12.6,79.6,16.3,4.1,0.0,Queens,Queens,9.5,86.9,1.2,1.1,23.4,7.2,7.3,33.3,28.8,36081033000,40.667688442199996,-73.7639698492,7.166886338658601
8216,7115,3123,3992,78269.0,14.6,44.7,3.2,0.6,1.8,1.8,3296,12.6,79.6,16.3,4.1,0.0,Queens,Queens,9.5,86.9,1.2,1.1,23.4,7.2,7.3,33.3,28.8,36081033000,40.667688442199996,-73.7608040201,7.166886338658601
8217,7115,3123,3992,78269.0,14.6,44.7,3.2,0.6,1.8,1.8,3296,12.6,79.6,16.3,4.1,0.0,Queens,Queens,9.5,86.9,1.2,1.1,23.4,7.2,7.3,33.3,28.8,36081033000,40.667688442199996,-73.757638191,7.166886338658601
8218,7115,3123,3992,78269.0,14.6,44.7,3.2,0.6,1.8,1.8,3296,12.6,79.6,16.3,4.1,0.0,Queens,Queens,9.5,86.9,1.2,1.1,23.4,7.2,7.3,33.3,28.8,36081033000,40.6699497487,-73.7703015075,7.166886338658601
8219,7115,3123,3992,78269.0,14.6,44.7,3.2,0.6,1.8,1.8,3296,12.6,79.6,16.3,4.1,0.0,Queens,Queens,9.5,86.9,1.2,1.1,23.4,7.2,7.3,33.3,28.8,36081033000,40.6699497487,-73.7671356784,7.166886338658601
8220,7115,3123,3992,78269.0,14.6,44.7,3.2,0.6,1.8,1.8,3296,12.6,79.6,16.3,4.1,0.0,Queens,Queens,9.5,86.9,1.2,1.1,23.4,7.2,7.3,33.3,28.8,36081033000,40.6699497487,-73.7639698492,7.166886338658601
8221,7115,3123,3992,78269.0,14.6,44.7,3.2,0.6,1.8,1.8,3296,12.6,79.6,16.3,4.1,0.0,Queens,Queens,9.5,86.9,1.2,1.1,23.4,7.2,7.3,33.3,28.8,36081033000,40.6699497487,-73.7608040201,7.166886338658601
8222,7115,3123,3992,78269.0,14.6,44.7,3.2,0.6,1.8,1.8,3296,12.6,79.6,16.3,4.1,0.0,Queens,Queens,9.5,86.9,1.2,1.1,23.4,7.2,7.3,33.3,28.8,36081033000,40.6699497487,-73.757638191,7.166886338658601
8223,7115,3123,3992,78269.0,14.6,44.7,3.2,0.6,1.8,1.8,3296,12.6,79.6,16.3,4.1,0.0,Queens,Queens,9.5,86.9,1.2,1.1,23.4,7.2,7.3,33.3,28.8,36081033000,40.672211055300004,-73.7639698492,7.166886338658601
8224,7115,3123,3992,78269.0,14.6,44.7,3.2,0.6,1.8,1.8,3296,12.6,79.6,16.3,4.1,0.0,Queens,Queens,9.5,86.9,1.2,1.1,23.4,7.2,7.3,33.3,28.8,36081033000,40.672211055300004,-73.7608040201,7.166886338658601
8225,7115,3123,3992,78269.0,14.6,44.7,3.2,0.6,1.8,1.8,3296,12.6,79.6,16.3,4.1,0.0,Queens,Queens,9.5,86.9,1.2,1.1,23.4,7.2,7.3,33.3,28.8,36081033000,40.672211055300004,-73.757638191,7.166886338658601
8226,7115,3123,3992,78269.0,14.6,44.7,3.2,0.6,1.8,1.8,3296,12.6,79.6,16.3,4.1,0.0,Queens,Queens,9.5,86.9,1.2,1.1,23.4,7.2,7.3,33.3,28.8,36081033000,40.6744723618,-73.7608040201,7.166886338658601
8303,3516,1668,1848,69320.0,10.8,36.9,7.9,4.8,1.9,1.3,1607,13.1,75.3,20.3,4.4,0.0,Queens,Queens,9.3,85.2,2.4,1.2,30.7,4.3,12.4,24.9,27.7,36081033401,40.6744723618,-73.7639698492,7.123367288245035
8304,3516,1668,1848,69320.0,10.8,36.9,7.9,4.8,1.9,1.3,1607,13.1,75.3,20.3,4.4,0.0,Queens,Queens,9.3,85.2,2.4,1.2,30.7,4.3,12.4,24.9,27.7,36081033401,40.6767336683,-73.7671356784,7.123367288245035
8305,3516,1668,1848,69320.0,10.8,36.9,7.9,4.8,1.9,1.3,1607,13.1,75.3,20.3,4.4,0.0,Queens,Queens,9.3,85.2,2.4,1.2,30.7,4.3,12.4,24.9,27.7,36081033401,40.6767336683,-73.7639698492,7.123367288245035
8306,3516,1668,1848,69320.0,10.8,36.9,7.9,4.8,1.9,1.3,1607,13.1,75.3,20.3,4.4,0.0,Queens,Queens,9.3,85.2,2.4,1.2,30.7,4.3,12.4,24.9,27.7,36081033401,40.6789949749,-73.7703015075,7.123367288245035
8307,3516,1668,1848,69320.0,10.8,36.9,7.9,4.8,1.9,1.3,1607,13.1,75.3,20.3,4.4,0.0,Queens,Queens,9.3,85.2,2.4,1.2,30.7,4.3,12.4,24.9,27.7,36081033401,40.6789949749,-73.7671356784,7.123367288245035
8308,3516,1668,1848,69320.0,10.8,36.9,7.9,4.8,1.9,1.3,1607,13.1,75.3,20.3,4.4,0.0,Queens,Queens,9.3,85.2,2.4,1.2,30.7,4.3,12.4,24.9,27.7,36081033401,40.6789949749,-73.7639698492,7.123367288245035
8309,3516,1668,1848,69320.0,10.8,36.9,7.9,4.8,1.9,1.3,1607,13.1,75.3,20.3,4.4,0.0,Queens,Queens,9.3,85.2,2.4,1.2,30.7,4.3,12.4,24.9,27.7,36081033401,40.681256281399996,-73.7703015075,7.123367288245035
8310,3516,1668,1848,69320.0,10.8,36.9,7.9,4.8,1.9,1.3,1607,13.1,75.3,20.3,4.4,0.0,Queens,Queens,9.3,85.2,2.4,1.2,30.7,4.3,12.4,24.9,27.7,36081033401,40.681256281399996,-73.7671356784,7.123367288245035
8311,13061,4381,8680,45991.0,10.0,41.9,2.2,7.5,0.0,7.2,6508,9.1,65.8,27.3,6.9,0.0,Queens,Queens,4.8,91.9,0.9,1.5,30.2,2.9,16.3,27.3,23.3,36081033402,40.672211055300004,-73.7734673367,7.174420966799351
8312,13061,4381,8680,45991.0,10.0,41.9,2.2,7.5,0.0,7.2,6508,9.1,65.8,27.3,6.9,0.0,Queens,Queens,4.8,91.9,0.9,1.5,30.2,2.9,16.3,27.3,23.3,36081033402,40.672211055300004,-73.7703015075,7.174420966799351
8313,13061,4381,8680,45991.0,10.0,41.9,2.2,7.5,0.0,7.2,6508,9.1,65.8,27.3,6.9,0.0,Queens,Queens,4.8,91.9,0.9,1.5,30.2,2.9,16.3,27.3,23.3,36081033402,40.672211055300004,-73.7671356784,7.174420966799351
8314,13061,4381,8680,45991.0,10.0,41.9,2.2,7.5,0.0,7.2,6508,9.1,65.8,27.3,6.9,0.0,Queens,Queens,4.8,91.9,0.9,1.5,30.2,2.9,16.3,27.3,23.3,36081033402,40.6744723618,-73.7734673367,7.174420966799351
8315,13061,4381,8680,45991.0,10.0,41.9,2.2,7.5,0.0,7.2,6508,9.1,65.8,27.3,6.9,0.0,Queens,Queens,4.8,91.9,0.9,1.5,30.2,2.9,16.3,27.3,23.3,36081033402,40.6744723618,-73.7703015075,7.174420966799351
8316,13061,4381,8680,45991.0,10.0,41.9,2.2,7.5,0.0,7.2,6508,9.1,65.8,27.3,6.9,0.0,Queens,Queens,4.8,91.9,0.9,1.5,30.2,2.9,16.3,27.3,23.3,36081033402,40.6744723618,-73.7671356784,7.174420966799351
8317,13061,4381,8680,45991.0,10.0,41.9,2.2,7.5,0.0,7.2,6508,9.1,65.8,27.3,6.9,0.0,Queens,Queens,4.8,91.9,0.9,1.5,30.2,2.9,16.3,27.3,23.3,36081033402,40.6767336683,-73.77663316579998,7.174420966799351
8318,13061,4381,8680,45991.0,10.0,41.9,2.2,7.5,0.0,7.2,6508,9.1,65.8,27.3,6.9,0.0,Queens,Queens,4.8,91.9,0.9,1.5,30.2,2.9,16.3,27.3,23.3,36081033402,40.6767336683,-73.7734673367,7.174420966799351
8319,13061,4381,8680,45991.0,10.0,41.9,2.2,7.5,0.0,7.2,6508,9.1,65.8,27.3,6.9,0.0,Queens,Queens,4.8,91.9,0.9,1.5,30.2,2.9,16.3,27.3,23.3,36081033402,40.6767336683,-73.7703015075,7.174420966799351
8320,13061,4381,8680,45991.0,10.0,41.9,2.2,7.5,0.0,7.2,6508,9.1,65.8,27.3,6.9,0.0,Queens,Queens,4.8,91.9,0.9,1.5,30.2,2.9,16.3,27.3,23.3,36081033402,40.6789949749,-73.77663316579998,7.174420966799351
8321,13061,4381,8680,45991.0,10.0,41.9,2.2,7.5,0.0,7.2,6508,9.1,65.8,27.3,6.9,0.0,Queens,Queens,4.8,91.9,0.9,1.5,30.2,2.9,16.3,27.3,23.3,36081033402,40.6789949749,-73.7734673367,7.174420966799351
8324,3374,1549,1825,70333.0,6.7,20.4,2.7,5.7,3.6,1.9,1603,8.0,78.9,14.2,6.9,0.0,Queens,Queens,65.1,7.5,16.0,8.2,20.8,9.5,9.5,32.3,27.8,36081033900,40.7604020101,-73.8811055276,7.030276428332743
8325,3394,1680,1714,47614.0,12.6,30.9,13.9,8.7,3.7,3.5,1536,15.3,83.5,9.6,6.9,0.0,Queens,Queens,65.1,9.9,14.2,9.3,19.5,2.7,16.1,28.3,33.4,36081034700,40.7626633166,-73.8779396985,7.062961593102642
8326,3394,1680,1714,47614.0,12.6,30.9,13.9,8.7,3.7,3.5,1536,15.3,83.5,9.6,6.9,0.0,Queens,Queens,65.1,9.9,14.2,9.3,19.5,2.7,16.1,28.3,33.4,36081034700,40.7649246231,-73.8779396985,7.062961593102642
8327,3394,1680,1714,47614.0,12.6,30.9,13.9,8.7,3.7,3.5,1536,15.3,83.5,9.6,6.9,0.0,Queens,Queens,65.1,9.9,14.2,9.3,19.5,2.7,16.1,28.3,33.4,36081034700,40.767185929600004,-73.8842713568,7.062961593102642
8328,3394,1680,1714,47614.0,12.6,30.9,13.9,8.7,3.7,3.5,1536,15.3,83.5,9.6,6.9,0.0,Queens,Queens,65.1,9.9,14.2,9.3,19.5,2.7,16.1,28.3,33.4,36081034700,40.767185929600004,-73.8779396985,7.062961593102642
8329,3394,1680,1714,47614.0,12.6,30.9,13.9,8.7,3.7,3.5,1536,15.3,83.5,9.6,6.9,0.0,Queens,Queens,65.1,9.9,14.2,9.3,19.5,2.7,16.1,28.3,33.4,36081034700,40.7694472362,-73.8811055276,7.062961593102642
8330,3394,1680,1714,47614.0,12.6,30.9,13.9,8.7,3.7,3.5,1536,15.3,83.5,9.6,6.9,0.0,Queens,Queens,65.1,9.9,14.2,9.3,19.5,2.7,16.1,28.3,33.4,36081034700,40.7694472362,-73.8779396985,7.062961593102642
