,start_station_id,start_station_latitude,start_station_longitude,tripduration,tmp,CensusTract,County_x,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Latitude,Longitude,BlockCode,County_y,State,BlockCode_11,borough_distance,distance_rank
12156406,3602,40.763154,-73.920827,863,tmp,36081006100,Queens,Queens,5980,2607,3373,24.0,54.7,2.3,0.0,18.6,4046,59397.0,10715.0,43132.0,7737.0,14.0,19.3,53.4,22.5,19.3,3.7,1.2,11.4,0.7,77.8,5.6,1.4,3.1,37.5,3790,85.2,8.5,6.2,0.0,7.3,40.7626633166,-73.92226130649999,360810061002001,Queens,NY,36081006100,0.13259084643301106,1.0
12174499,3603,40.7647,-73.9240312,528,tmp,36081007500,Queens,Queens,4325,2145,2180,25.2,56.0,0.7,0.0,14.5,3033,67969.0,9949.0,38874.0,4966.0,13.7,14.3,51.2,21.6,16.0,5.0,6.2,10.3,0.0,76.9,4.4,3.7,4.7,38.0,2584,77.7,11.0,11.3,0.0,5.9,40.7649246231,-73.92542713569999,360810075002000,Queens,NY,36081007500,0.1202254513979494,1.0
12188483,3604,40.6630619,-73.95387459999999,622,tmp,36047032700,Kings,Brooklyn,2501,1155,1346,18.4,12.2,63.2,2.4,1.6,1866,47153.0,14984.0,35028.0,7732.0,20.6,37.1,40.5,27.9,18.3,8.0,5.2,19.5,2.2,66.7,5.5,4.0,2.0,43.7,1392,74.1,19.0,6.9,0.0,11.5,40.663165829099995,-73.953919598,360470327001000,Kings,NY,36047032700,0.012167520718446637,1.0
12210603,3605,40.765834600000005,-73.9265474,533,tmp,36081007500,Queens,Queens,4325,2145,2180,25.2,56.0,0.7,0.0,14.5,3033,67969.0,9949.0,38874.0,4966.0,13.7,14.3,51.2,21.6,16.0,5.0,6.2,10.3,0.0,76.9,4.4,3.7,4.7,38.0,2584,77.7,11.0,11.3,0.0,5.9,40.7649246231,-73.92542713569999,360810075002000,Queens,NY,36081007500,0.13838934273059356,1.0
12228505,3606,40.74252,-73.948852,516,tmp,36081001900,Queens,Queens,1655,853,802,20.0,45.6,1.9,0.0,29.5,1042,117788.0,18798.0,74751.0,15461.0,7.6,0.0,70.2,9.5,17.8,0.0,2.5,8.9,0.4,83.1,1.9,3.7,1.9,28.9,1187,86.4,8.5,5.1,0.0,6.9,40.7423115578,-73.9475879397,360810019001073,Queens,NY,36081001900,0.10902056191699165,1.0
12246708,3607,40.7682,-73.9322662,263,tmp,36081007700,Queens,Queens,1446,774,672,23.5,44.1,2.6,1.5,24.9,951,78409.0,11380.0,36924.0,5988.0,13.6,25.5,47.3,21.4,17.9,3.6,9.8,17.1,0.0,64.0,7.7,6.3,4.9,35.1,1007,85.8,7.3,5.9,1.0,3.7,40.767185929600004,-73.93175879399999,360810077001004,Queens,NY,36081007700,0.12062249168975615,1.0
12264566,3608,40.7423737,-73.9566,336,tmp,36081000100,Queens,Queens,6403,3322,3081,6.0,61.5,5.5,0.0,21.1,4126,127807.0,12982.0,78858.0,7494.0,11.4,2.5,75.4,5.1,17.2,1.0,1.3,14.1,0.6,78.5,2.8,0.8,3.2,30.7,4205,88.8,7.0,4.2,0.0,3.5,40.7423115578,-73.9570854271,360810001001014,Queens,NY,36081000100,0.04148848910472747,1.0
12282817,3609,40.7692475,-73.93545040000001,554,tmp,36081008100,Queens,Queens,1213,642,571,42.0,33.9,2.0,0.0,15.3,586,77829.0,39257.0,35774.0,7910.0,12.5,12.3,36.5,29.8,12.4,7.7,13.6,17.6,7.6,58.8,12.2,1.1,2.6,36.4,661,91.4,0.0,8.6,0.0,10.3,40.7694472362,-73.9349246231,360810081001006,Queens,NY,36081008100,0.04955076388854195,1.0
12300886,3610,40.770845,-73.93417099999999,570,tmp,36081008700,Queens,Queens,5107,2429,2678,40.0,6.5,51.6,0.0,1.5,3200,21767.0,4596.0,11822.0,2049.0,39.2,56.0,18.6,40.0,31.3,3.2,7.0,11.5,3.5,66.3,11.6,3.9,3.2,43.5,1852,76.1,12.9,8.2,2.9,21.4,40.7717085427,-73.9349246231,360810087001001,Queens,NY,36081008700,0.11513471411956638,1.0
12318743,3611,40.7449067,-73.9534573,896,tmp,36081000700,Queens,Queens,5815,3134,2681,16.4,59.8,0.9,0.0,17.9,3762,93670.0,19723.0,61061.0,5742.0,6.1,1.8,68.3,13.6,11.2,5.2,1.7,10.0,2.4,74.6,7.2,2.4,3.4,30.4,3872,86.0,5.9,8.1,0.0,6.5,40.7445728643,-73.953919598,360810007004003,Queens,NY,36081000700,0.05381964103148811,1.0
12336971,3612,40.77037429999999,-73.9286078,370,tmp,36081007900,Queens,Queens,3425,1726,1699,45.2,27.2,5.7,0.7,18.0,1909,45886.0,8543.0,25624.0,4757.0,22.3,38.0,28.4,34.0,18.1,3.3,16.1,8.7,2.7,72.7,9.9,2.4,3.6,39.2,1870,82.4,12.0,5.6,0.0,4.2,40.7694472362,-73.92859296479999,360810079001001,Queens,NY,36081007900,0.10312472424140477,1.0
12354830,3613,40.745038,-73.957539,739,tmp,36081000100,Queens,Queens,6403,3322,3081,6.0,61.5,5.5,0.0,21.1,4126,127807.0,12982.0,78858.0,7494.0,11.4,2.5,75.4,5.1,17.2,1.0,1.3,14.1,0.6,78.5,2.8,0.8,3.2,30.7,4205,88.8,7.0,4.2,0.0,3.5,40.7445728643,-73.9570854271,360810001001010,Queens,NY,36081000100,0.06432491064211335,1.0
12373065,3614,40.768692,-73.9249574,524,tmp,36081007100,Queens,Queens,3825,1952,1873,22.7,53.7,1.8,0.0,17.4,2780,70407.0,9328.0,40687.0,5673.0,16.7,13.1,49.5,18.5,21.0,4.9,6.0,12.8,1.7,72.3,8.0,1.3,3.9,33.5,2646,82.6,6.3,11.1,0.0,4.4,40.7694472362,-73.92542713569999,360810071002001,Queens,NY,36081007100,0.0928580656622162,1.0
12390979,3615,40.748000000000005,-73.94609270000001,902,tmp,36081001900,Queens,Queens,1655,853,802,20.0,45.6,1.9,0.0,29.5,1042,117788.0,18798.0,74751.0,15461.0,7.6,0.0,70.2,9.5,17.8,0.0,2.5,8.9,0.4,83.1,1.9,3.7,1.9,28.9,1187,86.4,8.5,5.1,0.0,6.9,40.7490954774,-73.9475879397,360810019001035,Queens,NY,36081001900,0.17527893073965203,1.0
12409401,3616,40.7656251,-73.9136695,772,tmp,36081014700,Queens,Queens,3367,1529,1838,20.6,66.2,3.0,0.0,8.7,2521,66094.0,17674.0,32201.0,3864.0,5.1,2.2,45.4,18.6,22.3,6.3,7.4,23.5,7.0,57.5,5.3,5.1,1.6,37.4,1885,74.8,17.7,7.5,0.0,9.3,40.7649246231,-73.9127638191,360810147003001,Queens,NY,36081014700,0.10905071027361404,1.0
12427217,3617,40.7671,-73.9169858,624,tmp,36081006502,Queens,Queens,3845,1848,1997,19.9,59.0,0.5,0.0,16.5,2394,61750.0,8551.0,35662.0,4566.0,18.0,39.8,47.4,15.5,22.3,6.4,8.4,14.1,0.8,73.8,7.3,3.3,0.8,37.9,2477,85.2,7.8,7.0,0.0,7.9,40.767185929600004,-73.91592964819999,360810065022000,Queens,NY,36081006502,0.08948435639224556,1.0
12445137,3618,40.7485,-73.941275,662,tmp,36081001900,Queens,Queens,1655,853,802,20.0,45.6,1.9,0.0,29.5,1042,117788.0,18798.0,74751.0,15461.0,7.6,0.0,70.2,9.5,17.8,0.0,2.5,8.9,0.4,83.1,1.9,3.7,1.9,28.9,1187,86.4,8.5,5.1,0.0,6.9,40.7490954774,-73.9412562814,360810019001047,Queens,NY,36081001900,0.06625363064298087,1.0
12463327,3619,40.7713615,-73.9246145,699,tmp,36081007100,Queens,Queens,3825,1952,1873,22.7,53.7,1.8,0.0,17.4,2780,70407.0,9328.0,40687.0,5673.0,16.7,13.1,49.5,18.5,21.0,4.9,6.0,12.8,1.7,72.3,8.0,1.3,3.9,33.5,2646,82.6,6.3,11.1,0.0,4.4,40.7717085427,-73.92542713569999,360810071001000,Queens,NY,36081007100,0.07858735906890804,1.0
12481244,3620,40.7519071,-73.94791190000001,189,tmp,36081001900,Queens,Queens,1655,853,802,20.0,45.6,1.9,0.0,29.5,1042,117788.0,18798.0,74751.0,15461.0,7.6,0.0,70.2,9.5,17.8,0.0,2.5,8.9,0.4,83.1,1.9,3.7,1.9,28.9,1187,86.4,8.5,5.1,0.0,6.9,40.7513567839,-73.9475879397,360810019001009,Queens,NY,36081001900,0.06702244129597969,1.0
12499444,3621,40.7739825,-73.93091340000001,429,tmp,36081008300,Queens,Queens,3527,1824,1703,35.9,34.5,9.1,0.5,17.3,1931,46190.0,7401.0,26543.0,7181.0,16.3,18.1,29.2,25.5,21.1,9.7,14.5,23.5,5.7,58.5,9.5,1.2,1.6,35.2,1982,81.1,8.1,10.8,0.0,6.3,40.7739698492,-73.93175879399999,360810083002004,Queens,NY,36081008300,0.07122434326390573,1.0
12516879,3622,40.807559999999995,-73.93918199999999,437,tmp,36061020600,New York,Manhattan,2949,1575,1374,19.0,11.8,62.9,0.0,3.6,2070,39468.0,8268.0,27499.0,4257.0,25.1,26.2,45.5,20.8,23.8,5.2,4.7,6.3,0.0,71.3,17.7,0.0,4.7,33.0,1311,75.4,18.8,5.8,0.0,8.2,40.8078894472,-73.93809045229999,360610206002003,New York,NY,36061020600,0.09893466746769622,1.0
12534925,3623,40.8109494,-73.9634,714,tmp,36061020500,New York,Manhattan,5069,1677,3392,7.8,68.2,7.6,0.0,14.6,3860,111875.0,30984.0,45187.0,8656.0,3.9,0.0,72.3,11.6,14.1,0.4,1.7,6.3,0.4,36.0,40.1,3.2,14.0,24.2,1740,86.3,5.2,8.4,0.0,5.1,40.8101507538,-73.9634170854,360610205001007,New York,NY,36061020500,0.08884492775561502,1.0
12552927,3628,40.8025566,-73.9490782,1351,tmp,36061019000,New York,Manhattan,3194,1498,1696,12.5,15.9,58.7,1.0,9.3,2157,58750.0,11440.0,43747.0,7828.0,17.7,13.3,59.4,16.4,17.8,1.0,5.4,6.4,1.6,78.0,6.8,3.1,4.0,34.9,1547,78.9,14.6,6.5,0.0,4.8,40.8033668342,-73.9475879397,360610190001000,New York,NY,36061019000,0.1544861819049063,1.0
12571093,3629,40.809495347779475,-73.94776493310928,687,tmp,36061022400,New York,Manhattan,7962,3671,4291,31.7,6.2,59.4,0.3,1.2,5053,25000.0,7981.0,17025.0,4053.0,45.5,59.9,30.8,28.0,29.7,4.7,6.9,7.1,1.5,73.6,5.6,4.3,7.8,37.0,2789,83.4,12.7,3.8,0.0,11.7,40.8101507538,-73.9475879397,360610224002002,New York,NY,36061022400,0.07440795486692657,1.0
12589060,3630,40.8038654,-73.95593079999999,1307,tmp,36061019702,New York,Manhattan,2127,1101,1026,23.2,32.8,34.0,0.0,8.4,1662,63135.0,21333.0,42474.0,7252.0,25.7,42.5,57.3,20.3,16.4,1.5,4.5,3.8,1.3,67.7,6.7,4.9,15.6,31.2,1229,76.3,18.5,5.2,0.0,5.5,40.8033668342,-73.9570854271,360610197021000,New York,NY,36061019702,0.11191969846359566,1.0
12603670,3631,40.666563000000004,-73.95674100000001,22,tmp,36047032500,Kings,Brooklyn,6446,2868,3578,7.8,7.3,82.3,1.6,0.7,4515,43245.0,6238.0,24032.0,4602.0,18.2,29.0,25.7,36.5,23.5,6.6,7.7,18.1,0.0,70.6,7.1,1.0,3.1,42.9,3354,77.1,16.8,6.0,0.0,14.7,40.667688442199996,-73.9570854271,360470325002000,Kings,NY,36047032500,0.12851124214042153,1.0
12621397,3637,40.68323865460341,-73.96599590778352,1271,tmp,36047019900,Kings,Brooklyn,2863,1366,1497,10.8,39.8,32.3,0.0,11.8,2173,67656.0,17672.0,46365.0,6625.0,14.0,7.2,64.3,10.2,18.4,1.9,5.2,11.6,0.0,72.4,4.9,7.4,3.7,35.6,1831,81.5,9.5,9.0,0.0,2.9,40.6835175879,-73.9665829146,360470199002001,Kings,NY,36047019900,0.05843054018777527,1.0
12642623,3641,40.74286877312112,-73.98918628692627,6529,tmp,36061005600,New York,Manhattan,2963,1524,1439,7.7,68.5,6.0,0.0,17.4,2598,115521.0,53056.0,128733.0,24256.0,19.6,0.0,77.0,5.0,17.3,0.0,0.8,5.9,0.8,68.2,12.3,6.9,5.9,25.3,1816,89.9,5.9,4.2,0.0,11.4,40.7423115578,-73.98874371859999,360610056002000,New York,NY,36061005600,0.07233555794055553,1.0
12661809,3646,40.763154819103725,-73.93985509872438,317,tmp,36081003900,Queens,Queens,1646,887,759,53.8,29.5,2.2,0.0,12.8,1074,41287.0,5602.0,18917.0,4345.0,36.5,44.2,22.8,29.8,27.5,9.8,10.0,11.7,6.6,62.7,6.2,8.4,4.4,41.5,661,85.3,8.0,6.7,0.0,20.9,40.7626633166,-73.9412562814,360810039001005,Queens,NY,36081003900,0.1300909681539432,1.0
12679765,3647,40.74128309355993,-73.93725872039794,201,tmp,36081000100,Queens,Queens,6403,3322,3081,6.0,61.5,5.5,0.0,21.1,4126,127807.0,12982.0,78858.0,7494.0,11.4,2.5,75.4,5.1,17.2,1.0,1.3,14.1,0.6,78.5,2.8,0.8,3.2,30.7,4205,88.8,7.0,4.2,0.0,3.5,40.7423115578,-73.93809045229999,360810001001043,Queens,NY,36081000100,0.13416232754387816,1.0
12693633,3648,40.69795031569544,-73.97077560424805,1337,tmp,36047021100,Kings,Brooklyn,1362,684,678,38.8,18.2,35.3,0.0,5.1,1004,43000.0,9371.0,33109.0,8009.0,18.7,21.4,44.3,22.7,17.6,3.8,11.5,25.8,2.3,54.7,4.7,8.2,4.4,42.1,731,70.9,20.9,8.2,0.0,9.2,40.6970854271,-73.9697487437,360470211002000,Kings,NY,36047021100,0.12943525442877576,1.0
12715472,3649,40.81439443791581,-73.95324736833571,480,tmp,36061021303,New York,Manhattan,6087,3233,2854,28.0,10.7,57.4,0.0,2.4,3379,37628.0,7577.0,20121.0,3277.0,34.7,64.8,32.1,36.0,17.4,3.3,11.3,9.8,0.3,71.6,8.0,0.5,9.9,36.9,3146,78.4,12.3,9.3,0.0,4.1,40.8146733668,-73.953919598,360610213032000,New York,NY,36061021303,0.06453642805171146,1.0
12733991,3654,40.75186951421875,-73.93349289894103,436,tmp,36081003100,Queens,Queens,1058,541,517,62.1,24.5,3.6,0.0,9.8,593,56667.0,18289.0,29555.0,5503.0,18.5,31.6,31.7,26.8,26.3,8.5,6.7,9.8,0.7,74.2,5.8,3.9,5.5,33.3,691,84.4,8.0,7.1,0.6,4.8,40.7513567839,-73.9349246231,360810031002008,Queens,NY,36081003100,0.13344079114910118,1.0
12750847,3656,40.72307749068673,-73.98583620786667,4305,tmp,36061003001,New York,Manhattan,4216,2239,1977,17.9,50.0,1.8,0.0,22.9,3258,62199.0,18372.0,60670.0,8201.0,16.0,37.8,65.1,15.3,17.5,0.0,2.2,1.2,0.0,64.4,22.4,9.3,2.8,28.8,3023,85.5,3.1,11.4,0.0,9.3,40.721959799000004,-73.98557788939999,360610030013002,New York,NY,36061003001,0.12621337538994334,1.0
12765846,3661,40.666439306870814,-73.96055638790129,215,tmp,36047021300,Kings,Brooklyn,4296,1982,2314,5.6,19.2,70.8,0.0,1.5,2940,38750.0,6123.0,25640.0,3275.0,24.8,37.3,41.7,28.6,19.7,3.3,6.7,7.8,2.7,67.8,8.6,2.4,10.7,42.5,1966,71.8,21.4,6.8,0.0,20.6,40.6654271357,-73.9602512563,360470213003003,Kings,NY,36047021300,0.11548951981941949,1.0
12788509,3662,40.76129389728909,-73.916916847229,744,tmp,36081015500,Queens,Queens,2336,1257,1079,24.7,56.5,1.2,0.0,17.0,1574,74271.0,9800.0,38098.0,4600.0,12.4,18.8,41.5,21.5,23.2,6.4,7.4,11.3,1.7,75.1,6.2,2.2,3.6,35.6,1501,82.9,8.8,8.3,0.0,6.1,40.7604020101,-73.91592964819999,360810155001001,Queens,NY,36081015500,0.1294567104782403,1.0
12805037,3664,40.72019521437465,-74.0103006362915,6337,tmp,36061003900,New York,Manhattan,5216,2362,2854,11.1,71.2,5.1,0.0,7.6,3817,135250.0,60346.0,142738.0,32310.0,6.2,8.3,70.2,4.1,24.5,0.0,1.2,7.4,0.8,50.6,20.6,11.0,9.6,28.3,2951,76.3,9.5,14.1,0.0,2.8,40.7196984925,-74.0109045226,360610039002001,New York,NY,36061003900,0.0751285352476725,1.0
12821002,3668,40.7239567849954,-73.94984364509583,1406,tmp,36047056900,Kings,Brooklyn,1432,686,746,11.9,80.2,0.8,0.0,5.2,1081,71111.0,8708.0,46312.0,5783.0,13.3,12.6,55.4,14.5,20.3,4.3,5.6,9.1,1.7,63.7,9.4,5.6,10.5,32.5,952,84.8,4.0,10.1,1.2,3.4,40.7242211055,-73.9507537688,360470569001000,Kings,NY,36047056900,0.08216079485296063,1.0
12841513,3671,40.77477944895728,-73.95427465438844,1425,tmp,36061013800,New York,Manhattan,13162,5597,7565,6.8,82.9,1.3,0.0,7.5,10830,118358.0,25196.0,91351.0,14072.0,7.4,0.0,61.2,9.1,27.7,1.0,1.1,4.5,2.1,63.6,12.3,7.9,9.7,31.3,9053,89.7,5.8,4.5,0.0,5.3,40.7739698492,-73.953919598,360610138007001,New York,NY,36061013800,0.09488811270390879,1.0
12856339,3673,40.67759206937376,-73.95563721656801,988,tmp,36047030500,Kings,Brooklyn,5951,2731,3220,14.8,38.5,37.9,0.4,6.5,4773,65701.0,15104.0,34188.0,2353.0,19.3,19.3,55.6,16.2,21.4,1.6,5.2,6.8,1.7,79.2,3.5,6.5,2.3,42.0,3686,78.7,13.5,7.9,0.0,7.0,40.6767336683,-73.9570854271,360470305002001,Kings,NY,36047030500,0.1550508385881914,1.0
12873434,3674,40.70140317257725,-73.98672670125961,3831,tmp,36047002100,Kings,Brooklyn,4295,2352,1943,6.6,76.2,3.9,0.0,8.7,2888,208036.0,15087.0,100012.0,10287.0,7.6,3.4,79.5,4.0,15.8,0.3,0.5,9.4,3.3,62.9,7.6,6.4,10.3,32.9,2722,84.9,6.7,8.4,0.0,5.5,40.7016080402,-73.98557788939999,360470021003017,Kings,NY,36047002100,0.09951787497824179,1.0
12895788,3675,40.784596798848916,-73.94968539476396,828,tmp,36061015801,New York,Manhattan,5799,2518,3281,7.0,80.1,3.5,0.0,6.8,4081,136750.0,37809.0,116699.0,22654.0,4.8,6.7,75.6,8.3,14.3,0.8,1.1,4.6,0.9,61.9,15.3,8.0,9.3,29.1,3160,82.2,8.5,9.3,0.0,6.1,40.7852763819,-73.9507537688,360610158011000,New York,NY,36061015801,0.11751540005777528,1.0
12909779,3676,40.675832943912894,-74.01472628116608,927,tmp,36047005300,Kings,Brooklyn,2423,1363,1060,32.4,48.9,9.8,0.0,3.3,1597,72841.0,15470.0,39277.0,6366.0,22.2,24.4,48.5,22.2,16.4,4.2,8.8,14.1,4.8,44.6,12.7,14.0,9.7,38.2,1382,75.1,7.7,16.9,0.3,9.4,40.6767336683,-74.0140703518,360470053003000,Kings,NY,36047005300,0.11445168579104482,1.0
12931602,3680,40.754120810779256,-73.98025184869765,3222,tmp,36061009400,New York,Manhattan,15,11,4,0.0,73.3,0.0,0.0,0.0,15,,,67220.0,68117.0,0.0,,42.9,57.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,7,100.0,0.0,0.0,0.0,0.0,40.753618090500005,-73.9792462312,360610094001014,New York,NY,36061009400,0.1015200461804208,1.0
12949588,3686,40.73944820130404,-74.00507032871245,5107,tmp,36061007700,New York,Manhattan,5599,3354,2245,8.5,81.4,1.4,0.0,7.4,4728,127729.0,17801.0,114729.0,18942.0,3.5,2.0,74.2,1.0,21.0,1.7,2.1,5.1,1.8,54.9,21.2,8.2,8.7,22.8,4166,85.0,5.5,9.5,0.0,4.2,40.7400502513,-74.0045728643,360610077003000,New York,NY,36061007700,0.07900706539568668,1.0
12967614,3687,40.74322681432173,-73.97449783980845,4872,tmp,36061007000,New York,Manhattan,8131,3730,4401,2.7,66.7,4.6,0.0,22.2,6763,101848.0,14153.0,83971.0,9583.0,9.9,4.2,75.6,6.0,17.2,1.2,0.0,2.8,0.4,43.8,41.3,8.8,2.9,24.5,5623,87.0,7.4,4.3,1.4,2.6,40.7423115578,-73.976080402,360610070004000,New York,NY,36061007000,0.16778212748760743,1.0
12986172,3689,40.79904139288298,-73.96649479866028,959,tmp,36061018900,New York,Manhattan,12825,4805,8020,45.9,22.6,23.1,0.2,4.6,8363,28158.0,6515.0,30439.0,5576.0,36.0,43.4,55.1,26.3,11.3,1.7,5.5,4.9,1.8,75.7,12.1,3.3,2.2,35.7,4805,84.0,11.9,4.1,0.0,16.5,40.798844221100005,-73.9665829146,360610189006000,New York,NY,36061018900,0.023152427145503432,1.0
13003542,3690,40.71334184275907,-74.00935515761375,1431,tmp,36061002100,New York,Manhattan,6735,3484,3251,3.4,75.4,1.5,0.0,15.2,4365,,,193017.0,27307.0,2.9,1.9,79.6,1.0,19.1,0.0,0.3,6.7,1.2,53.7,21.6,8.7,8.2,24.6,4160,88.5,3.3,8.1,0.0,1.6,40.7129145729,-74.0109045226,360610021001010,New York,NY,36061002100,0.13900453144582348,1.0
13023166,3691,40.76408932350689,-73.9106512069702,586,tmp,36081014500,Queens,Queens,2313,1261,1052,20.7,65.1,5.8,0.0,6.7,1436,53958.0,16497.0,28732.0,4034.0,16.5,30.9,50.8,21.4,13.8,6.3,7.8,17.4,3.0,67.6,3.5,3.7,4.7,44.8,1132,80.5,11.1,8.4,0.0,14.0,40.7649246231,-73.90959798989999,360810145002000,Queens,NY,36081014500,0.12847217709015238,1.0
13037535,3692,40.6999974843885,-73.97440128028394,324,tmp,36047054300,Kings,Brooklyn,382,214,168,23.6,50.8,17.0,0.0,2.6,255,92500.0,48818.0,54282.0,19808.0,10.2,40.3,56.5,15.5,21.9,0.0,6.1,16.8,0.0,46.0,4.0,8.0,25.2,39.0,278,85.3,9.7,5.0,0.0,10.3,40.6993467337,-73.9729145729,360470543001012,Kings,NY,36047054300,0.1447654158528681,1.0
13055644,3693,40.72248188638219,-73.95921930670737,1135,tmp,36047055700,Kings,Brooklyn,2384,1237,1147,21.6,65.6,1.8,0.0,8.8,1856,92222.0,23673.0,82252.0,21143.0,11.3,9.8,65.4,8.3,19.5,5.1,1.6,10.6,0.5,71.0,8.1,2.0,7.8,35.3,1658,78.8,5.1,16.1,0.0,6.6,40.721959799000004,-73.9602512563,360470557002009,Kings,NY,36047055700,0.10459439965237553,1.0
13076276,3697,40.77515953434235,-73.98918695747851,2429,tmp,36061015100,New York,Manhattan,7481,3164,4317,27.9,45.5,9.0,0.0,15.3,5422,67125.0,20946.0,75573.0,15877.0,21.9,37.3,58.5,10.4,25.9,0.0,5.1,4.6,0.0,61.2,21.4,8.4,4.6,32.4,3497,82.9,11.3,5.8,0.0,6.2,40.7762311558,-73.98874371859999,360610151004003,New York,NY,36061015100,0.12490645366691266,1.0
13094189,3699,40.76360467795863,-73.98917958140373,2110,tmp,36061012700,New York,Manhattan,6974,3984,2990,26.1,53.6,3.1,0.0,15.2,5630,69578.0,6905.0,57341.0,7878.0,12.5,2.7,62.2,7.5,22.5,2.0,5.8,4.0,0.8,43.7,36.6,7.1,7.8,25.3,5139,85.1,4.2,10.7,0.0,6.6,40.7626633166,-73.98874371859999,360610127005000,New York,NY,36061012700,0.1109595765937196,1.0
13113484,3704,40.7437524099784,-73.94176483154297,197,tmp,36081017100,Queens,Queens,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,40.7445728643,-73.9412562814,360810171001040,Queens,NY,36081017100,0.10082089852158083,1.0
13130073,3707,40.741459000000006,-73.983293,4724,tmp,36061006800,New York,Manhattan,7413,3764,3649,9.7,69.1,6.8,0.1,13.8,6400,109526.0,18259.0,80750.0,11350.0,11.2,0.0,69.7,5.5,21.4,0.0,3.4,1.0,0.0,56.9,23.9,6.0,12.1,22.7,4726,92.6,4.6,2.3,0.6,8.3,40.7423115578,-73.98241206029999,360610068006000,New York,NY,36061006800,0.1204339692785665,1.0
13148113,3708,40.735445,-73.99431,3585,tmp,36061006300,New York,Manhattan,6330,2921,3409,4.8,79.7,1.0,0.0,10.8,5083,113284.0,19068.0,112321.0,16178.0,4.0,0.0,77.5,2.3,18.5,0.0,1.7,6.0,1.1,57.2,23.5,6.3,5.9,25.6,3774,78.5,9.2,12.3,0.0,5.8,40.735527638200004,-73.99507537689999,360610063001001,New York,NY,36061006300,0.06515925238496899,1.0
13166123,3709,40.73804614248277,-73.99642959237099,3411,tmp,36061005400,New York,Manhattan,4581,2647,1934,9.5,71.4,1.7,2.4,12.6,3822,132813.0,28764.0,117917.0,18666.0,4.7,3.2,76.2,2.4,19.1,1.4,1.0,7.0,0.6,57.2,21.2,5.5,8.6,23.2,3101,82.3,3.0,14.7,0.0,1.2,40.7377889447,-73.99507537689999,360610054002000,New York,NY,36061005400,0.11766290837668454,1.0
13184109,3711,40.72966729392978,-73.98067966103555,6592,tmp,36061003400,New York,Manhattan,6476,3163,3313,17.3,64.1,1.5,0.0,14.8,5225,67166.0,9630.0,59917.0,7958.0,24.1,44.9,69.2,9.4,19.6,0.4,1.3,4.7,0.0,55.5,25.5,8.3,6.0,30.0,4480,86.9,4.9,7.9,0.4,5.1,40.7287437186,-73.9792462312,360610034001001,New York,NY,36061003400,0.1585929529909531,1.0
13202436,3712,40.754691750226016,-73.9974018931389,2419,tmp,36061010300,New York,Manhattan,1841,1071,770,4.1,60.9,7.7,1.0,22.2,1376,94607.0,13651.0,73889.0,8458.0,8.4,10.9,74.7,3.7,18.5,1.2,1.8,6.6,0.6,47.8,28.0,16.6,0.4,22.4,1398,86.6,3.7,9.7,0.0,3.8,40.753618090500005,-73.998241206,360610103001001,New York,NY,36061010300,0.13879146107123466,1.0
13218028,3714,40.70684203101325,-73.9544353965357,955,tmp,36047052900,Kings,Brooklyn,3994,2251,1743,8.5,89.8,1.7,0.0,0.0,1910,31962.0,12064.0,11549.0,2612.0,50.8,58.4,45.4,11.0,24.9,1.5,17.2,16.0,8.3,25.8,46.9,1.0,2.1,21.9,1120,89.7,3.3,7.0,0.0,3.9,40.7061306533,-73.953919598,360470529002002,Kings,NY,36047052900,0.09029124681073697,1.0
13236061,3715,40.71816969454208,-73.95520135760306,2506,tmp,36047051900,Kings,Brooklyn,4299,2437,1862,11.7,73.7,3.2,0.0,8.3,3518,87087.0,7769.0,62145.0,7938.0,8.8,10.7,75.9,6.5,11.5,0.5,5.5,3.8,1.1,76.1,4.9,5.3,8.8,31.6,3195,87.0,4.9,8.1,0.0,5.3,40.7174371859,-73.953919598,360470519001004,Kings,NY,36047051900,0.13533313058849572,1.0
13257507,3716,40.7535992020056,-73.9379560947418,206,tmp,36081003300,Queens,Queens,2806,1504,1302,28.0,30.0,2.4,0.0,36.0,1406,54025.0,6551.0,32673.0,4559.0,22.9,41.4,36.2,23.7,24.5,2.9,12.7,10.1,5.0,69.7,7.3,4.1,3.7,32.4,1683,85.3,3.4,10.8,0.5,5.7,40.753618090500005,-73.93809045229999,360810033003004,Queens,NY,36081003300,0.01151416922947827,1.0
13274347,3718,40.727464206923926,-73.97950418293476,3491,tmp,36061002800,New York,Manhattan,7240,3442,3798,48.0,23.7,13.7,0.0,12.3,5079,30056.0,7828.0,24697.0,3561.0,34.7,57.3,43.3,20.5,23.0,4.4,8.8,8.6,1.0,61.7,20.9,6.2,1.5,33.8,3069,73.7,15.8,10.5,0.0,12.0,40.7264824121,-73.9792462312,360610028003001,New York,NY,36061002800,0.1113484868571103,1.0
