,start_station_id,start_station_latitude,start_station_longitude,tripduration,tmp,CensusTract,County_x,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Latitude,Longitude,BlockCode,County_y,State,BlockCode_11,borough_distance,distance_rank
21830945,350,40.71559509,-73.9870295,1366,tmp,36061001401,New York,Manhattan,3155,1488,1667,11.8,65.9,3.5,0.0,15.5,2412,76250.0,14590.0,64817.0,8087.0,5.7,10.8,72.5,6.7,18.6,0.0,2.1,4.1,1.5,60.1,15.7,10.4,8.2,29.0,1734,77.6,11.3,10.1,1.0,1.8,40.7151758794,-73.98557788939999,360610014012002,New York,NY,36061001401,0.13096400764744648,1.0
21849690,3500,40.7989445,-73.944846,165,tmp,36061018400,New York,Manhattan,7796,3487,4309,51.1,5.3,35.7,0.0,6.2,5126,25581.0,3819.0,20311.0,4797.0,33.2,47.1,32.2,27.1,27.0,1.4,12.3,14.5,2.6,70.3,8.8,1.7,2.1,36.6,2946,84.0,14.1,1.9,0.0,9.6,40.798844221100005,-73.9444221106,360610184003000,New York,NY,36061018400,0.03739451399678453,1.0
21867743,3501,40.801486600000004,-73.9442507,167,tmp,36061018400,New York,Manhattan,7796,3487,4309,51.1,5.3,35.7,0.0,6.2,5126,25581.0,3819.0,20311.0,4797.0,33.2,47.1,32.2,27.1,27.0,1.4,12.3,14.5,2.6,70.3,8.8,1.7,2.1,36.6,2946,84.0,14.1,1.9,0.0,9.6,40.8011055276,-73.9444221106,360610184001002,New York,NY,36061018400,0.04477638269256285,1.0
21885750,3502,40.79541210000001,-73.9441232,303,tmp,36061017200,New York,Manhattan,5655,3075,2580,62.9,9.5,21.8,0.0,4.5,3438,35017.0,5821.0,21370.0,3365.0,22.5,32.9,27.1,36.9,18.8,10.7,6.4,4.5,1.1,72.5,11.4,3.2,7.3,32.0,2578,76.9,9.9,11.2,2.0,13.1,40.794321608000004,-73.9444221106,360610172005000,New York,NY,36061017200,0.12387930612519277,1.0
21903893,3503,40.80295,-73.942954,143,tmp,36061019800,New York,Manhattan,2513,1211,1302,14.7,14.2,64.6,0.3,6.2,1890,70481.0,17336.0,43718.0,10344.0,16.8,13.5,70.7,11.4,15.1,0.0,2.8,10.2,2.3,65.9,9.6,4.3,7.8,29.6,1345,69.1,23.6,7.3,0.0,9.1,40.8033668342,-73.9444221106,360610198002000,New York,NY,36061019800,0.13201896565809731,1.0
21921939,3504,40.802926299999996,-73.9379,211,tmp,36061019600,New York,Manhattan,4327,2108,2219,48.9,9.7,29.2,0.0,5.1,2939,19045.0,5094.0,19636.0,3260.0,37.3,45.8,34.7,22.7,34.6,3.3,4.8,3.4,0.8,80.2,7.3,3.1,5.2,35.6,1640,84.3,12.4,3.3,0.0,9.2,40.8033668342,-73.93809045229999,360610196003004,New York,NY,36061019600,0.051557615508314815,1.0
21940211,3505,40.805726,-73.936322,154,tmp,36061024200,New York,Manhattan,3972,1875,2097,41.4,4.6,48.7,0.1,4.4,2192,18275.0,3301.0,15284.0,2680.0,48.2,55.2,33.2,29.2,18.9,5.6,13.1,8.2,2.2,78.4,7.5,1.7,1.9,37.1,1394,84.7,14.1,1.2,0.0,10.4,40.8056281407,-73.9349246231,360610242002000,New York,NY,36061024200,0.11815213539269856,1.0
21958041,3506,40.8013066,-73.93981670000001,176,tmp,36061019600,New York,Manhattan,4327,2108,2219,48.9,9.7,29.2,0.0,5.1,2939,19045.0,5094.0,19636.0,3260.0,37.3,45.8,34.7,22.7,34.6,3.3,4.8,3.4,0.8,80.2,7.3,3.1,5.2,35.6,1640,84.3,12.4,3.3,0.0,9.2,40.8011055276,-73.9412562814,360610196002004,New York,NY,36061019600,0.12325726573079751,1.0
21976104,3507,40.8045555,-73.93968609999999,711,tmp,36061019800,New York,Manhattan,2513,1211,1302,14.7,14.2,64.6,0.3,6.2,1890,70481.0,17336.0,43718.0,10344.0,16.8,13.5,70.7,11.4,15.1,0.0,2.8,10.2,2.3,65.9,9.6,4.3,7.8,29.6,1345,69.1,23.6,7.3,0.0,9.1,40.8056281407,-73.9412562814,360610198001002,New York,NY,36061019800,0.17807746109510608,1.0
21994183,3508,40.809725,-73.953149,540,tmp,36061020901,New York,Manhattan,4064,1858,2206,41.1,3.5,50.0,0.0,3.1,2837,32848.0,10865.0,15769.0,2842.0,35.4,46.5,31.3,31.8,29.9,0.0,7.1,3.1,0.0,84.0,7.5,0.0,5.3,34.5,1474,74.4,19.1,6.6,0.0,6.8,40.8101507538,-73.953919598,360610209011004,New York,NY,36061020901,0.08032062119008412,1.0
22012264,3509,40.8011939,-73.9500739,290,tmp,36061021800,New York,Manhattan,7569,3777,3792,16.8,19.0,59.2,0.0,3.1,5145,47155.0,9711.0,27843.0,5584.0,39.0,55.1,49.0,26.9,15.8,0.3,7.9,5.1,0.6,75.6,9.1,2.7,6.9,34.4,3211,84.6,9.2,6.2,0.0,12.5,40.8011055276,-73.9507537688,360610218002003,New York,NY,36061021800,0.058082069955154594,1.0
22029529,351,40.70530954,-74.00612572,857,tmp,36061001502,New York,Manhattan,7378,3664,3714,5.8,65.9,3.9,0.5,21.8,5407,133209.0,11906.0,77456.0,7728.0,8.3,0.0,74.4,5.0,19.8,0.0,0.8,2.9,0.0,60.8,28.0,2.5,5.8,23.7,5231,91.0,5.2,3.8,0.0,3.5,40.7061306533,-74.0045728643,360610015022011,New York,NY,36061001502,0.15964334283073844,1.0
22048383,3510,40.8078316,-73.949373,258,tmp,36061022200,New York,Manhattan,3089,1342,1747,15.3,27.5,53.0,0.2,3.0,1991,32361.0,14495.0,33253.0,6098.0,42.8,57.9,59.7,18.8,19.3,1.6,0.5,2.4,4.2,80.3,4.9,3.3,4.9,36.4,1157,77.3,11.1,11.6,0.0,6.8,40.8078894472,-73.9507537688,360610222001003,New York,NY,36061022200,0.11642549796248867,1.0
22066421,3511,40.802535,-73.9532423,192,tmp,36061021800,New York,Manhattan,7569,3777,3792,16.8,19.0,59.2,0.0,3.1,5145,47155.0,9711.0,27843.0,5584.0,39.0,55.1,49.0,26.9,15.8,0.3,7.9,5.1,0.6,75.6,9.1,2.7,6.9,34.4,3211,84.6,9.2,6.2,0.0,12.5,40.8033668342,-73.953919598,360610218003000,New York,NY,36061021800,0.10868683446188378,1.0
22085072,3512,40.7747175,-73.93378940000001,47,tmp,36081008700,Queens,Queens,5107,2429,2678,40.0,6.5,51.6,0.0,1.5,3200,21767.0,4596.0,11822.0,2049.0,39.2,56.0,18.6,40.0,31.3,3.2,7.0,11.5,3.5,66.3,11.6,3.9,3.2,43.5,1852,76.1,12.9,8.2,2.9,21.4,40.7739698492,-73.9349246231,360810087003002,Queens,NY,36081008700,0.1267263320111326,1.0
22103140,3513,40.774645,-73.92370600000001,149,tmp,36081009500,Queens,Queens,2755,1488,1267,17.0,63.4,3.0,0.0,14.8,1746,60960.0,6288.0,31268.0,3927.0,13.8,22.5,48.0,15.6,21.3,8.9,6.2,21.8,2.1,64.8,7.7,0.3,3.2,39.8,1575,81.8,10.2,7.9,0.0,8.2,40.7739698492,-73.92226130649999,360810095002008,Queens,NY,36081009500,0.14299726940526272,1.0
22121187,3514,40.7767,-73.927631,165,tmp,36081009100,Queens,Queens,2863,1547,1316,30.5,50.1,3.6,0.0,8.4,1947,65809.0,26162.0,34968.0,6521.0,11.3,7.1,45.7,29.0,15.3,0.0,10.1,23.5,1.6,63.3,5.6,1.3,4.7,41.4,1691,81.3,9.8,9.0,0.0,7.9,40.7762311558,-73.92859296479999,360810091001000,Queens,NY,36081009100,0.0963580332904549,1.0
22139245,3515,40.774591,-73.918544,144,tmp,36081009500,Queens,Queens,2755,1488,1267,17.0,63.4,3.0,0.0,14.8,1746,60960.0,6288.0,31268.0,3927.0,13.8,22.5,48.0,15.6,21.3,8.9,6.2,21.8,2.1,64.8,7.7,0.3,3.2,39.8,1575,81.8,10.2,7.9,0.0,8.2,40.7739698492,-73.91909547739999,360810095002012,Queens,NY,36081009500,0.083254690145728,1.0
22157250,3516,40.76991760000001,-73.91840570000001,215,tmp,36081007100,Queens,Queens,3825,1952,1873,22.7,53.7,1.8,0.0,17.4,2780,70407.0,9328.0,40687.0,5673.0,16.7,13.1,49.5,18.5,21.0,4.9,6.0,12.8,1.7,72.3,8.0,1.3,3.9,33.5,2646,82.6,6.3,11.1,0.0,4.4,40.7694472362,-73.91909547739999,360810071004000,Queens,NY,36081007100,0.07818913035320024,1.0
22175477,3517,40.771152799999996,-73.9170074,84,tmp,36081012500,Queens,Queens,1829,878,951,32.0,55.2,1.2,0.0,7.5,1265,57593.0,9160.0,26554.0,3311.0,9.6,2.3,38.5,26.8,17.5,5.5,11.6,14.5,1.7,67.7,11.0,1.6,3.4,35.9,1066,84.3,11.1,4.6,0.0,10.3,40.7717085427,-73.91592964819999,360810125001000,Queens,NY,36081012500,0.10983283643323426,1.0
22192735,3518,40.808442,-73.94520870000001,385,tmp,36061020000,New York,Manhattan,3176,1287,1889,17.0,23.0,51.5,0.0,3.5,2266,66000.0,16866.0,40761.0,5490.0,12.4,3.6,60.8,21.4,13.5,0.0,4.4,9.0,0.9,70.6,9.4,0.7,9.3,32.4,1783,72.6,12.6,14.8,0.0,3.1,40.8078894472,-73.9444221106,360610200002000,New York,NY,36061020000,0.09034856809854577,1.0
22210838,3520,40.804372,-73.951475,222,tmp,36061021800,New York,Manhattan,7569,3777,3792,16.8,19.0,59.2,0.0,3.1,5145,47155.0,9711.0,27843.0,5584.0,39.0,55.1,49.0,26.9,15.8,0.3,7.9,5.1,0.6,75.6,9.1,2.7,6.9,34.4,3211,84.6,9.2,6.2,0.0,12.5,40.8033668342,-73.9507537688,360610218001000,New York,NY,36061021800,0.12723084087740633,1.0
22228786,3521,40.7987859,-73.9523,506,tmp,36061018600,New York,Manhattan,7310,3011,4299,38.7,3.4,51.1,0.1,4.6,4686,24769.0,11011.0,14211.0,2474.0,44.4,57.0,22.1,41.5,18.6,0.7,17.2,1.5,0.0,80.6,5.5,0.0,12.4,35.4,2407,81.7,12.0,6.4,0.0,8.3,40.798844221100005,-73.9507537688,360610186002000,New York,NY,36061018600,0.13035717143950745,1.0
22247683,3522,40.7701477,-73.9120938,113,tmp,36081012500,Queens,Queens,1829,878,951,32.0,55.2,1.2,0.0,7.5,1265,57593.0,9160.0,26554.0,3311.0,9.6,2.3,38.5,26.8,17.5,5.5,11.6,14.5,1.7,67.7,11.0,1.6,3.4,35.9,1066,84.3,11.1,4.6,0.0,10.3,40.7694472362,-73.9127638191,360810125001012,Queens,NY,36081012500,0.0962081234905572,1.0
22265705,3523,40.7729,-73.91614200000001,127,tmp,36081011500,Queens,Queens,2356,1243,1113,18.5,59.5,0.0,0.7,16.3,1598,63519.0,7123.0,35294.0,4794.0,16.9,39.7,48.0,25.7,16.2,3.3,6.8,11.2,0.0,69.4,16.1,1.1,2.2,34.6,1595,84.7,9.1,6.2,0.0,5.5,40.7739698492,-73.91592964819999,360810115001000,Queens,NY,36081011500,0.12033599456741684,1.0
22283672,3524,40.777455200000006,-73.9225403,251,tmp,36081009900,Queens,Queens,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,40.7784924623,-73.92226130649999,360810099001002,Queens,NY,36081009900,0.11774331838431974,1.0
22301719,3525,40.776165,-73.9153175,105,tmp,36081009700,Queens,Queens,3410,1722,1688,9.3,81.6,1.6,0.0,6.8,2691,78319.0,14231.0,44137.0,5648.0,5.4,1.6,58.7,9.2,18.7,4.4,9.0,16.7,4.0,64.4,7.6,1.9,5.5,36.4,1951,75.5,16.6,7.9,0.0,6.3,40.7762311558,-73.91592964819999,360810097004000,Queens,NY,36081009700,0.05208405097578672,1.0
22319862,3526,40.7747878,-73.91255509999999,533,tmp,36081011500,Queens,Queens,2356,1243,1113,18.5,59.5,0.0,0.7,16.3,1598,63519.0,7123.0,35294.0,4794.0,16.9,39.7,48.0,25.7,16.2,3.3,6.8,11.2,0.0,69.4,16.1,1.1,2.2,34.6,1595,84.7,9.1,6.2,0.0,5.5,40.7739698492,-73.9127638191,360810115001004,Queens,NY,36081011500,0.09266363534797882,1.0
22337169,3527,40.806979999999996,-73.94174699999999,203,tmp,36061020800,New York,Manhattan,5320,2758,2562,11.9,21.8,53.3,0.0,7.2,3683,42220.0,8831.0,37019.0,7619.0,25.6,50.1,42.3,13.7,30.4,3.5,10.1,8.8,2.1,70.8,7.1,4.9,6.3,36.4,2695,78.7,11.1,10.2,0.0,11.0,40.8078894472,-73.9412562814,360610208003000,New York,NY,36061020800,0.10926905483501506,1.0
22355975,3528,40.771393700000004,-73.9077436,170,tmp,36081011900,Queens,Queens,1674,873,801,22.9,65.7,0.6,0.3,9.7,1140,55819.0,9842.0,29465.0,4513.0,17.3,37.4,45.4,15.2,22.4,6.8,10.1,8.3,5.7,73.7,3.1,3.1,6.1,41.5,936,78.6,13.7,7.7,0.0,8.3,40.7717085427,-73.9064321608,360810119001001,Queens,NY,36081011900,0.11588895162757835,1.0
22373330,3529,40.8107922,-73.9430681,450,tmp,36061022400,New York,Manhattan,7962,3671,4291,31.7,6.2,59.4,0.3,1.2,5053,25000.0,7981.0,17025.0,4053.0,45.5,59.9,30.8,28.0,29.7,4.7,6.9,7.1,1.5,73.6,5.6,4.3,7.8,37.0,2789,83.4,12.7,3.8,0.0,11.7,40.8101507538,-73.9444221106,360610224001001,New York,NY,36061022400,0.13447794357276338,1.0
22387483,353,40.68539567,-73.97431458,334,tmp,36047017900,Kings,Brooklyn,4131,1790,2341,22.5,20.9,48.1,0.0,4.9,3211,45947.0,11266.0,30232.0,4643.0,18.5,24.9,61.3,12.8,20.3,2.4,3.2,7.8,2.4,75.2,5.7,0.9,8.0,36.7,1648,73.4,19.4,7.2,0.0,9.6,40.6857788945,-73.9729145729,360470179003003,Kings,NY,36047017900,0.125542199194627,1.0
22410042,3530,40.7787185,-73.9145645,136,tmp,36081010100,Queens,Queens,2501,1265,1236,18.8,67.6,0.6,0.0,10.3,1828,61293.0,13194.0,38739.0,7638.0,10.5,2.6,42.0,26.6,20.5,7.8,3.0,21.4,5.4,60.3,8.3,2.0,2.6,35.3,1465,86.6,9.0,4.4,0.0,7.7,40.7784924623,-73.91592964819999,360810101002000,Queens,NY,36081010100,0.11769979987655611,1.0
22427452,3531,40.8125511,-73.9492286,193,tmp,36061021500,New York,Manhattan,3756,1728,2028,21.1,14.2,61.4,0.0,2.2,1948,33477.0,7115.0,17403.0,2553.0,28.3,28.4,31.8,27.2,32.1,2.3,6.7,7.0,0.0,71.9,10.2,3.4,7.5,31.2,1410,75.9,16.7,7.4,0.0,9.6,40.812412060300005,-73.9507537688,360610215001001,New York,NY,36061021500,0.12932377697938832,1.0
22446142,3532,40.78145,-73.9183302,187,tmp,36081009900,Queens,Queens,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,40.780753768800004,-73.91909547739999,360810099001003,Queens,NY,36081009900,0.10075547064919195,1.0
22463556,3533,40.8114323,-73.95187759999999,397,tmp,36061021500,New York,Manhattan,3756,1728,2028,21.1,14.2,61.4,0.0,2.2,1948,33477.0,7115.0,17403.0,2553.0,28.3,28.4,31.8,27.2,32.1,2.3,6.7,7.0,0.0,71.9,10.2,3.4,7.5,31.2,1410,75.9,16.7,7.4,0.0,9.6,40.812412060300005,-73.9507537688,360610215001001,New York,NY,36061021500,0.14431699942784176,1.0
22481627,3534,40.805159,-73.95469200000001,564,tmp,36061022000,New York,Manhattan,5379,2697,2682,16.7,14.6,59.8,0.0,5.2,3583,47808.0,10415.0,36435.0,6590.0,22.5,30.3,44.4,15.2,30.3,4.6,5.5,9.8,1.6,76.5,7.4,1.1,3.6,37.6,2657,74.5,19.7,5.8,0.0,8.3,40.8056281407,-73.953919598,360610220004003,New York,NY,36061022000,0.08337911627311437,1.0
22499609,3535,40.804038,-73.945925,273,tmp,36061019800,New York,Manhattan,2513,1211,1302,14.7,14.2,64.6,0.3,6.2,1890,70481.0,17336.0,43718.0,10344.0,16.8,13.5,70.7,11.4,15.1,0.0,2.8,10.2,2.3,65.9,9.6,4.3,7.8,29.6,1345,69.1,23.6,7.3,0.0,9.1,40.8033668342,-73.9444221106,360610198002000,New York,NY,36061019800,0.14691749777989646,1.0
22517675,3536,40.8082,-73.9641,286,tmp,36061020300,New York,Manhattan,3142,1442,1700,9.4,54.8,12.2,1.1,18.0,2358,36667.0,16046.0,10478.0,2895.0,26.6,11.3,55.3,6.7,35.4,0.0,2.5,3.6,0.9,35.4,49.2,0.8,10.2,22.2,790,83.5,11.3,5.2,0.0,6.7,40.8078894472,-73.9634170854,360610203002000,New York,NY,36061020300,0.06707343208199007,1.0
22531771,3537,40.68097410000001,-73.97100970000001,365,tmp,36047016300,Kings,Brooklyn,3223,1597,1626,5.8,58.2,21.5,0.0,9.9,2299,86234.0,8602.0,49575.0,6302.0,8.1,0.0,65.2,13.7,10.9,3.1,7.2,9.5,0.4,68.6,5.1,3.9,12.4,38.6,2018,69.2,18.6,12.2,0.0,8.9,40.681256281399996,-73.9697487437,360470163001001,Kings,NY,36047016300,0.1108973873969576,1.0
22553760,3538,40.802692,-73.96295,472,tmp,36061019701,New York,Manhattan,939,397,542,19.0,45.8,6.5,0.0,27.5,545,72000.0,21439.0,57343.0,16504.0,36.9,59.1,69.5,2.1,20.0,2.8,5.6,5.3,2.9,70.3,10.8,2.2,8.6,31.2,430,69.3,7.4,23.3,0.0,8.1,40.8033668342,-73.9634170854,360610197011003,New York,NY,36061019701,0.08474001965658326,1.0
22571828,3539,40.8067581,-73.9607082,247,tmp,36061020101,New York,Manhattan,1807,797,1010,11.0,54.3,14.1,2.4,14.7,1426,82353.0,14454.0,26527.0,6601.0,16.2,10.4,66.2,8.5,25.3,0.0,0.0,1.2,1.2,38.4,48.6,0.0,10.6,18.5,435,82.3,7.1,10.6,0.0,4.2,40.8056281407,-73.9602512563,360610201011001,New York,NY,36061020101,0.13144125701943069,1.0
22586087,354,40.69363137,-73.96223558,430,tmp,36047019300,Kings,Brooklyn,5761,2310,3451,10.4,31.7,47.9,0.0,7.7,4481,54369.0,8046.0,27736.0,3136.0,15.9,24.5,53.5,16.1,20.1,1.7,8.6,14.2,2.4,58.7,13.8,6.9,3.9,33.6,2190,71.2,25.3,3.5,0.0,13.0,40.6925628141,-73.9634170854,360470193004000,Kings,NY,36047019300,0.15509794020920795,1.0
22607951,3540,40.81,-73.9551508,199,tmp,36061020901,New York,Manhattan,4064,1858,2206,41.1,3.5,50.0,0.0,3.1,2837,32848.0,10865.0,15769.0,2842.0,35.4,46.5,31.3,31.8,29.9,0.0,7.1,3.1,0.0,84.0,7.5,0.0,5.3,34.5,1474,74.4,19.1,6.6,0.0,6.8,40.8101507538,-73.953919598,360610209011004,New York,NY,36061020901,0.10499959412182687,1.0
22626007,3541,40.813358,-73.956461,165,tmp,36061021100,New York,Manhattan,10211,5074,5137,18.2,35.1,16.6,0.0,26.5,6139,53389.0,15849.0,33953.0,6508.0,29.5,14.9,63.3,12.4,17.3,2.3,4.8,6.8,0.5,63.7,19.6,2.8,6.6,33.4,4337,78.2,12.5,9.2,0.0,5.5,40.812412060300005,-73.9570854271,360610211006000,New York,NY,36061021100,0.1176172957195095,1.0
22644037,3542,40.8086249,-73.9596214,185,tmp,36061020101,New York,Manhattan,1807,797,1010,11.0,54.3,14.1,2.4,14.7,1426,82353.0,14454.0,26527.0,6601.0,16.2,10.4,66.2,8.5,25.3,0.0,0.0,1.2,1.2,38.4,48.6,0.0,10.6,18.5,435,82.3,7.1,10.6,0.0,4.2,40.8078894472,-73.9602512563,360610201011000,New York,NY,36061020101,0.09748777379537249,1.0
22662075,3543,40.81028506306003,-73.95736455917357,91,tmp,36061019701,New York,Manhattan,939,397,542,19.0,45.8,6.5,0.0,27.5,545,72000.0,21439.0,57343.0,16504.0,36.9,59.1,69.5,2.1,20.0,2.8,5.6,5.3,2.9,70.3,10.8,2.2,8.6,31.2,430,69.3,7.4,23.3,0.0,8.1,40.8101507538,-73.9570854271,360610197011000,New York,NY,36061019701,0.02784604985891582,1.0
22676366,3544,40.6804836,-73.9646795,249,tmp,36047020100,Kings,Brooklyn,3886,1799,2087,9.8,46.3,32.6,0.5,4.5,3015,84844.0,12153.0,52907.0,7593.0,7.6,2.4,70.7,9.6,15.2,1.3,3.2,6.6,2.4,71.0,2.9,7.7,9.3,37.7,2571,73.9,14.4,11.7,0.0,7.7,40.681256281399996,-73.9634170854,360470201002001,Kings,NY,36047020100,0.13684273675585526,1.0
22698214,3545,40.8120562,-73.9612547,168,tmp,36061021100,New York,Manhattan,10211,5074,5137,18.2,35.1,16.6,0.0,26.5,6139,53389.0,15849.0,33953.0,6508.0,29.5,14.9,63.3,12.4,17.3,2.3,4.8,6.8,0.5,63.7,19.6,2.8,6.6,33.4,4337,78.2,12.5,9.2,0.0,5.5,40.812412060300005,-73.9602512563,360610211006001,New York,NY,36061021100,0.09328854335252745,1.0
22712732,3546,40.67919439999999,-73.95879029999999,112,tmp,36047030500,Kings,Brooklyn,5951,2731,3220,14.8,38.5,37.9,0.4,6.5,4773,65701.0,15104.0,34188.0,2353.0,19.3,19.3,55.6,16.2,21.4,1.6,5.2,6.8,1.7,79.2,3.5,6.5,2.3,42.0,3686,78.7,13.5,7.9,0.0,7.0,40.6789949749,-73.9602512563,360470305001003,Kings,NY,36047030500,0.125217357825065,1.0
22734322,3547,40.8143256,-73.9590255,499,tmp,36061021100,New York,Manhattan,10211,5074,5137,18.2,35.1,16.6,0.0,26.5,6139,53389.0,15849.0,33953.0,6508.0,29.5,14.9,63.3,12.4,17.3,2.3,4.8,6.8,0.5,63.7,19.6,2.8,6.6,33.4,4337,78.2,12.5,9.2,0.0,5.5,40.8146733668,-73.9602512563,360610211003000,New York,NY,36061021100,0.11019885702393392,1.0
22748578,3549,40.678045000000004,-73.962408,266,tmp,36047020300,Kings,Brooklyn,1688,752,936,7.5,47.6,29.0,0.0,12.3,1297,106250.0,20815.0,47969.0,5743.0,16.5,8.8,70.2,7.2,18.5,0.0,4.0,9.9,1.5,74.7,6.9,1.8,5.2,38.7,967,83.8,9.3,6.9,0.0,13.1,40.6789949749,-73.9634170854,360470203001004,Kings,NY,36047020300,0.1356862113097956,1.0
22769704,355,40.71602118,-73.99974372,1083,tmp,36061002900,New York,Manhattan,6050,3671,2379,11.5,7.5,10.8,0.2,66.3,4017,30629.0,7401.0,26578.0,7580.0,20.6,10.6,32.3,30.4,23.4,9.9,4.1,2.8,4.0,45.5,43.6,2.1,2.1,29.4,2040,90.1,3.8,6.1,0.0,3.3,40.7151758794,-73.998241206,360610029003002,New York,NY,36061002900,0.1577539897177732,1.0
22788385,3551,40.795508,-73.94160600000001,109,tmp,36061018200,New York,Manhattan,7206,3568,3638,62.1,7.6,21.2,0.0,6.5,4623,23451.0,5972.0,16787.0,3556.0,43.0,59.1,21.7,43.8,23.0,3.2,8.3,4.3,0.0,82.7,7.7,2.4,2.9,33.3,2868,87.5,9.3,3.1,0.0,9.6,40.7965829146,-73.9412562814,360610182004000,New York,NY,36061018200,0.12313572082880167,1.0
22806499,3552,40.805973,-73.964928,272,tmp,36061019900,New York,Manhattan,9722,3974,5748,10.8,63.6,6.2,0.1,15.8,7132,76902.0,8994.0,46120.0,10273.0,19.2,1.8,76.1,7.7,10.6,2.2,3.4,5.2,2.4,53.5,30.7,3.7,4.5,28.0,4163,83.8,8.8,7.4,0.0,6.4,40.8056281407,-73.9634170854,360610199003000,New York,NY,36061019900,0.13286609728740092,1.0
22824597,3553,40.801694,-73.957145,584,tmp,36061021600,New York,Manhattan,8413,3969,4444,14.5,24.4,55.1,0.0,3.6,5995,46250.0,6779.0,36927.0,4871.0,23.6,21.2,49.0,19.4,25.6,2.4,3.6,9.1,0.0,76.7,5.8,3.6,4.8,32.5,4158,77.9,16.6,5.5,0.0,8.2,40.8011055276,-73.9570854271,360610216005000,New York,NY,36061021600,0.06564759543357837,1.0
22843102,3554,40.7552433,-73.94856779999999,178,tmp,36081002500,Queens,Queens,6392,2712,3680,43.4,2.0,44.7,0.9,7.3,4511,16584.0,2154.0,13973.0,3524.0,48.2,54.8,4.8,40.7,35.6,3.4,15.5,11.0,1.8,79.6,6.9,0.6,0.0,42.1,2150,81.1,14.9,3.3,0.7,15.1,40.755879397,-73.9475879397,360810025006000,Queens,NY,36081002500,0.10872954703014433,1.0
22861169,3555,40.751047,-73.93796999999999,363,tmp,36081003300,Queens,Queens,2806,1504,1302,28.0,30.0,2.4,0.0,36.0,1406,54025.0,6551.0,32673.0,4559.0,22.9,41.4,36.2,23.7,24.5,2.9,12.7,10.1,5.0,69.7,7.3,4.1,3.7,32.4,1683,85.3,3.4,10.8,0.5,5.7,40.7513567839,-73.93809045229999,360810033001004,Queens,NY,36081003300,0.03592093497162888,1.0
22879222,3556,40.752708500000004,-73.9397405,160,tmp,36081003300,Queens,Queens,2806,1504,1302,28.0,30.0,2.4,0.0,36.0,1406,54025.0,6551.0,32673.0,4559.0,22.9,41.4,36.2,23.7,24.5,2.9,12.7,10.1,5.0,69.7,7.3,4.1,3.7,32.4,1683,85.3,3.4,10.8,0.5,5.7,40.753618090500005,-73.9412562814,360810033002001,Queens,NY,36081003300,0.1629366718425925,1.0
22897399,3557,40.75742,-73.945133,124,tmp,36081008500,Queens,Queens,1138,562,576,43.6,28.5,2.3,1.1,17.6,500,34904.0,13828.0,15928.0,2953.0,18.1,20.0,20.2,27.2,18.5,6.0,28.2,27.6,3.3,56.6,11.7,0.0,0.8,37.0,504,78.4,2.2,19.4,0.0,10.0,40.7581407035,-73.9444221106,360810085002005,Queens,NY,36081008500,0.10006830075409351,1.0
22911052,3558,40.6794388,-73.96804379999999,481,tmp,36047020500,Kings,Brooklyn,2747,1412,1335,4.8,51.4,27.6,0.9,7.8,2213,78000.0,10479.0,49245.0,6012.0,6.8,0.0,53.9,14.8,23.4,3.0,4.9,7.2,1.6,65.4,7.8,11.9,6.0,37.6,1936,79.3,12.6,8.1,0.0,4.2,40.6789949749,-73.9665829146,360470205001002,Kings,NY,36047020500,0.132751178276787,1.0
22933381,3559,40.7576314,-73.9391224,51,tmp,36081003300,Queens,Queens,2806,1504,1302,28.0,30.0,2.4,0.0,36.0,1406,54025.0,6551.0,32673.0,4559.0,22.9,41.4,36.2,23.7,24.5,2.9,12.7,10.1,5.0,69.7,7.3,4.1,3.7,32.4,1683,85.3,3.4,10.8,0.5,5.7,40.7581407035,-73.93809045229999,360810033004007,Queens,NY,36081003300,0.10377245248285476,1.0
22950163,356,40.71622644,-73.98261206,393,tmp,36061001200,New York,Manhattan,3755,1907,1848,29.3,41.7,2.9,0.0,23.7,2808,41705.0,19643.0,38772.0,5397.0,17.6,6.9,54.7,18.7,20.8,1.9,3.9,6.1,1.8,54.6,26.7,8.2,2.6,30.7,1709,75.5,14.6,9.8,0.0,5.5,40.7151758794,-73.98241206029999,360610012002005,New York,NY,36061001200,0.11806392516814328,1.0
22969522,3560,40.754876,-73.934326,131,tmp,36081005100,Queens,Queens,2194,1064,1130,16.5,24.4,1.6,0.0,56.2,1189,46217.0,4807.0,21010.0,3876.0,28.8,36.5,29.8,27.2,23.0,4.0,16.1,8.3,0.8,65.4,19.3,4.1,2.1,33.8,1119,79.8,7.2,13.0,0.0,16.8,40.755879397,-73.9349246231,360810051002000,Queens,NY,36081005100,0.12247565400571728,1.0
